Time Series(unit:MWh);BJ;TJ;HB;SX;NM;LN;JL;HL;SH;JS;ZJ;AH;FJ;JX;SD;HA;HB;HN;GD;GX;HI;CQ;SC;GZ;YN;XZ;SN;GS;QH;NX;XJ
6108;13723.36666;11197.88343;44161.29077;24890.47539;40676.79309;28232.88598;9022.651022;12089.46514;21444.50503;77054.60204;62176.44502;24941.63348;31782.66224;19117.78215;72498.742;38699.91566;24203.20662;20857.03844;97656.95546;22871.69487;4386.48542;13438.22001;29402.06827;19419.72075;22915.60735;854.2488235;17315.32653;14575.36398;7805.401618;11703.45685;29880.6881
6109;13682.91206;10715.61187;43793.41167;25913.26775;40418.20743;27159.05568;8459.569017;11086.09773;21562.11069;75653.83469;58737.69043;24826.8042;30372.14397;17767.48254;71888.50501;39934.28803;24352.42452;20821.20546;90620.91527;21985.14455;3925.734217;13053.60069;30150.80908;18708.17833;21898.26094;823.2414207;17751.14745;15176.01756;7862.825206;11763.7486;30063.26832
6110;13533.17697;10811.45542;42502.48242;25056.68965;39656.57201;27376.33591;8553.970951;10649.00415;21741.72653;77954.20028;63085.83482;25529.59718;29901.30377;18131.50941;71659.36074;40673.81285;25478.59964;21145.47869;88818.81676;21865.0944;3679.15515;13206.14441;30566.48688;17337.71841;20190.84971;778.4515329;18159.76068;14529.199;8303.194828;11930.58673;30120.3083
6111;13497.73292;11051.28863;42967.20902;24660.47779;39493.27574;28024.37852;8629.247837;10851.10261;21818.83362;77978.15558;64675.24539;25526.09107;31000.32544;18750.72536;72611.83467;40265.15534;25826.51135;21141.3879;97435.28304;22513.9669;3612.205603;13670.68005;30893.67311;17315.15076;20176.81407;746.6121198;18080.54331;14261.80244;8342.283926;11902.09021;29973.65731
6112;13347.7259;11106.03174;43878.64338;24925.53318;40050.59258;27833.35572;8741.376469;10874.84872;21401.05982;78015.01045;64218.41808;25375.26014;30839.33695;18870.77947;73098.92332;39924.3652;25772.92374;20470.13488;99276.21877;23259.89155;3594.761766;13899.51035;31005.58192;17518.9892;20509.27423;749.8938966;18080.05041;14145.74528;8549.387538;12074.2916;29758.1509
6113;13556.80139;11100.7912;43611.93064;25085.1813;40287.93205;28162.07873;8879.878642;11516.01381;21393.81585;77111.90546;63914.68157;25136.46667;31024.67499;18900.21522;72323.50349;39627.04955;25478.88821;20209.511;99189.89875;23167.57696;3697.884453;14239.23885;30674.83445;17296.74167;20981.65468;764.0205619;17977.76359;14330.84682;8473.90044;12066.93433;29878.22404
6114;13645.79462;11046.43146;44421.13488;25935.54663;41277.10925;27516.42787;9020.461954;12198.13879;20745.09698;75066.08679;60895.63219;24868.90075;30916.50987;18827.46531;71779.55549;39066.86433;24943.41996;20609.12143;97842.43379;23592.90685;4140.660832;14103.66215;30422.26118;18478.04757;22453.34123;796.1971281;17957.57095;15081.46984;8114.754245;12525.31177;30035.43913
6115;13349.20178;10642.67351;43835.42733;25942.0403;41645.87136;26806.57801;8685.575361;11478.22688;19746.50728;72088.35962;55091.55676;23960.23082;29910.1047;18008.68814;70132.26332;38658.78304;23321.4653;19492.87189;88549.16887;22620.21729;4135.45466;13448.46622;29383.71029;18791.81705;23022.13658;796.1391736;17552.67713;15448.24006;8071.75308;12695.84121;30120.29225
6116;13049.28993;10222.34803;42966.96015;25672.02605;41691.91064;26466.05286;8539.168862;11232.55476;19573.13138;72324.38173;54494.09576;24085.08738;29376.30084;17395.29351;68911.07732;37916.19152;22185.21134;18744.79308;88762.19936;21794.67373;4105.294775;12600.03942;28473.68928;18427.61961;21948.98944;785.9961633;16938.54012;15112.49516;8386.178226;12695.66185;30483.43276
6117;13312.21528;10359.58075;43579.43042;26274.78062;41486.12268;27338.95403;8701.724692;11371.95503;19624.78291;75218.7879;56025.0315;26029.30473;29539.74923;19113.17447;68913.93645;38733.29548;24023.59578;20816.67147;89794.3808;22970.97477;4452.75164;12678.87093;28493.38517;18963.65427;21923.64134;795.841731;17475.16942;14668.95865;8295.858814;12795.05043;30420.25413
6118;13138.15291;10125.88115;43875.74713;25671.50965;41117.55324;27091.88913;8240.114391;10702.11262;19575.70197;75400.73563;56455.05021;26227.03951;29911.22064;20109.65333;67865.31515;39532.19155;25135.88087;21607.09308;89378.56884;23151.98722;4272.397633;13438.0294;30285.62889;18386.64886;21924.68224;889.0296057;18069.1973;15001.49397;8482.267522;12862.70331;30293.86004
6119;12185.87126;9675.230093;42695.70573;25101.8149;40530.99071;27946.42314;7606.918951;9782.704203;19117.00413;73622.71314;56015.9445;25447.83827;30292.78826;19808.99501;67277.13707;39061.66993;24893.61826;20788.08362;88586.77519;23135.80985;3979.057201;12905.41984;29818.52919;17363.46945;21069.4733;877.4753695;17591.41842;14372.8752;8040.68624;12596.37151;30604.48024
6120;10692.65785;9193.766807;40488.43346;23824.71855;39135.39495;26371.13782;6995.703989;9024.210736;17734.48336;70584.16044;53881.4781;24637.26949;29353.25064;18068.63855;65423.14786;37588.1185;23624.98686;19672.27464;86550.28938;21731.02101;3425.451176;11992.02184;28206.82061;15875.85892;19533.57495;793.8056101;16290.54847;14076.69573;7906.694879;12254.45998;30597.23257
6121;9130.943779;8417.818398;37028.64121;22324.55079;37960.96713;25266.66827;6572.681128;8577.781345;16433.14747;68012.92816;49648.4034;23610.49804;26402.03035;16640.07305;67693.80627;36397.90171;22833.85834;20573.28839;81819.09415;18642.86743;4351.555625;12331.42931;25119.72953;13780.09085;17157.50624;697.8561628;15497.52618;13404.61852;7864.789081;11991.01094;29093.08526
6122;8903.609348;8233.874765;36426.55746;22257.99239;37618.15939;24572.09388;6334.007405;8364.767095;15692.15782;67102.32329;47583.35577;22885.14971;26114.52228;16868.25598;66510.9277;36184.24126;22246.13957;17192.19234;78017.50728;17590.3904;3944.63061;11405.42551;23989.82234;12806.2887;16607.1455;637.1459618;14649.32505;12784.347;7835.68187;11832.17474;28697.39532
6123;8420.881247;8071.098333;35460.50993;21476.75389;37425.359;24014.71588;6212.88658;8192.096822;14950.31724;65880.3401;45352.00267;22332.6086;24987.30935;15806.56508;65474.65605;35271.07383;21582.78666;15908.02896;74790.81563;17066.95839;3553.537212;10579.17204;23213.73497;12165.2953;16142.66729;617.5329289;14100.01136;12833.86194;7764.984932;11832.17637;28122.12936
6124;8133.759059;7898.749174;35280.95968;21310.97107;37068.33601;23798.24769;6035.644672;8132.049601;14403.53861;64432.49096;43415.16222;21753.99764;24216.08844;15095.92572;64115.22691;34401.81341;20694.32495;15039.17377;72338.46664;16239.5261;3261.922581;9881.199414;22433.61998;11979.04126;15697.9106;589.8771382;13636.4844;12873.58313;7630.085256;11753.74855;27781.47509
6125;7963.238113;7896.719919;34952.33119;21029.08373;37039.14432;23813.03535;6164.285262;8224.961012;14150.76942;63525.88338;42277.19182;21306.37044;23304.56625;14499.67995;63360.30307;33611.60985;19991.77575;14198.50477;69027.57309;15700.76485;3030.946564;9446.742905;21984.03307;11909.52624;15725.55924;581.9524496;13197.73655;12706.30319;7739.790463;11641.60705;27647.73647
6126;8037.72108;7805.589181;34710.79856;21147.6195;37341.16929;23825.65514;6602.259809;9052.213846;14146.14755;63374.9326;42096.96197;21064.30963;22653.80562;14015.84954;63349.89537;33280.33235;19605.16191;13560.7474;67474.08096;15437.04495;2952.638462;9144.587523;22091.51152;12096.70643;15465.67837;558.2052749;12960.90884;12477.60309;7805.187582;11640.01925;27531.24295
6127;8079.097661;8074.071623;35977.00352;21671.6663;38383.30058;25014.89973;7506.429713;10375.43582;14347.01788;64424.23986;43218.41162;21233.27305;23308.83712;14268.02117;64740.63398;33602.60581;19352.60745;13560.60539;66798.61748;15903.88706;3030.672347;8993.456016;22048.51721;12473.11888;16038.53564;578.4976418;13041.24712;12934.94094;7814.302335;11766.58637;27653.46594
6128;9350.784599;8622.392559;37021.83102;22916.27338;39110.88323;25561.79069;7784.192932;10736.24447;15355.59521;65195.38699;46432.24532;21306.92818;23316.60493;14134.00159;65807.74623;34257.18201;19477.97861;14390.78904;68026.44434;17270.36848;3167.496736;9040.623263;22010.43314;14129.75014;17476.70116;620.8308082;13566.37276;13786.97283;8312.941151;11822.3133;27743.88267
6129;10876.76517;9416.269144;37883.67943;22533.91911;38867.39752;25348.40379;8056.288701;10773.91576;17795.79239;69203.48442;55565.74795;21983.58114;24915.68733;14582.38711;67514.82948;34385.5099;20272.96573;15543.90141;76898.35579;18209.92816;3395.367567;9917.014455;22556.4733;16255.81049;19200.30054;714.2141891;14105.74734;13843.52955;8125.949496;11557.66079;28238.13881
6130;12621.84643;10510.62363;40825.52312;23061.68878;39356.65523;26964.46931;8619.009023;10987.82866;20692.26576;74086.97585;61595.90093;22928.08176;27825.92162;16997.79544;69856.6058;35294.13345;22491.4961;17742.63782;92176.19953;20786.84332;4038.08918;11780.81526;25659.56663;18138.04381;21190.9439;783.5851862;15298.00154;13909.98117;8135.170291;11768.64409;28825.19226
6131;13422.72681;10910.45737;42361.22457;23775.976;39819.97898;27952.93753;8930.701036;11316.44018;21819.75263;77434.93146;64750.69329;23955.6815;30420.30966;18384.89346;71584.413;36784.24065;23718.28824;19698.70043;96921.57052;22181.36359;4511.414163;12769.79146;27512.66662;18845.02365;22450.00669;836.9317906;16232.09504;14199.5941;7540.263358;11708.86257;29040.80205
6132;13842.00477;11301.6788;44302.52722;24922.80092;40676.56195;27943.68194;9076.734095;12041.09469;22171.32478;78474.0093;63743.72732;24997.36516;32493.35376;19620.06296;72953.74445;38382.89864;24669.75815;21355.76955;99926.476;23114.85127;4429.456064;13447.99806;29398.10376;19457.44928;22759.68446;862.9243515;17157.79593;14381.95667;7735.937853;11768.43837;29699.34473
6133;13801.15689;10820.3816;43948.09448;25918.34699;40418.81304;27007.82757;8521.283732;11065.39154;22297.7245;76981.25264;60180.888;24877.77109;31069.34996;18318.19173;72370.41461;39578.30987;24832.60802;21318.2181;92669.40713;22232.27172;3980.631286;13067.81254;30157.60012;18716.783;21747.23465;831.2837157;17569.25235;14911.3843;7796.867123;11826.35527;29880.66284
6134;13649.96611;10916.03151;42690.12415;25084.58739;39647.56911;27197.18957;8614.406204;10640.34926;22490.77126;79432.68475;64685.93173;25609.72616;30594.0082;18669.16281;72151.37397;40294.49267;26061.66623;21658.04275;90810.69787;22112.75926;3740.434854;13218.59777;30579.24907;17290.22932;20048.04138;785.5791292;17955.02211;14341.26597;8264.121099;11986.62177;29937.30853
6135;13614.17749;11155.38018;43141.18999;24698.93026;39480.46769;27761.9655;8688.662837;10836.87558;22573.64408;79458.21321;66332.69492;25606.07457;31703.53728;19266.17062;73061.85053;39898.73383;26441.36184;21653.75577;99697.84001;22758.72552;3675.218278;13677.77834;30911.13528;17266.73796;20034.0733;753.0894918;17880.23337;14105.5775;8305.596568;11959.24771;29791.67128
6136;13462.71214;11210.01269;44031.2072;24956.92481;40048.34123;27595.48712;8799.271752;10859.96697;22124.63092;79497.48836;65859.38336;25448.98497;31541.00963;19381.91901;73527.462;39568.70023;26382.87867;20950.31097;101596.6065;23501.30925;3658.225971;13903.97074;31024.65165;17478.91964;20364.93329;756.438289;17879.76803;14003.28248;8525.343757;12124.66621;29577.65459
6137;13673.8202;11204.78274;43769.40585;25112.32004;40289.02607;27881.97268;8935.896758;11483.45423;22116.84528;78535.07588;65544.68675;25200.28287;31728.11963;19410.29905;72786.23272;39280.76892;26061.98117;20677.18816;101507.5748;23409.40813;3758.679354;14239.78292;30689.15304;17247.57538;20835.04012;770.853449;17783.19954;14166.43454;8445.248207;12117.59874;29696.89771
6138;13763.6786;11150.53282;44550.45722;25940.03238;41291.3594;27319.28118;9074.574697;12146.77205;21419.61794;76354.90695;62416.69737;24921.61442;31618.92037;19340.15831;72266.26899;38738.26512;25477.59456;21095.963;100117.7809;23832.833;4189.994581;14105.76913;30432.95159;18477.23285;22299.64328;803.6871248;17764.13576;14828.04812;8064.176309;12557.92103;29853.02602
6139;13464.20237;10747.5906;43975.89392;25946.35307;41662.76972;26700.63958;8744.226935;11446.70913;20346.3579;73181.63049;56403.18649;23975.23962;30602.89327;18550.74651;70691.61078;38343.06432;23707.46429;19926.18065;90532.57931;22864.50002;4184.923169;13458.12615;29379.48207;18803.8451;22865.70095;803.6279868;17381.87748;15151.32646;8018.549943;12721.73343;29937.29259
6140;13161.37485;10328.11432;43132.04336;25683.53176;41715.57176;26403.86834;8599.804733;11207.81055;20160.01768;73433.15232;55784.16657;24105.27704;30063.98588;17959.35123;69524.27047;37623.9116;22467.40646;19142.22566;90752.3019;22042.654;4155.543966;12619.47982;28456.38874;18424.74083;21797.71899;793.277836;16802.07371;14855.39443;8352.170595;12721.56114;30297.92283
6141;13426.85629;10465.06979;43725.7834;26270.22948;41505.9243;27164.61087;8760.157389;11343.36735;20215.53149;76517.63605;57370.34492;26130.16886;30228.99695;19615.62053;69527.00353;38415.22488;24473.73874;21313.46667;91816.90807;23213.6865;4494.007;12697.40258;28476.36756;18982.71572;21772.4929;803.3244697;17308.70282;14464.45282;8256.337225;12817.03488;30235.18093
6142;13251.10174;10231.84233;44018.13887;25683.02911;41132.46324;26949.29122;8304.803449;10691.99345;20162.78049;76711.5324;57815.88051;26336.10856;30604.01988;20576.36076;68524.61904;39188.90497;25687.63798;22141.79512;91388.03389;23393.88821;4318.321409;13447.80964;30294.3566;18382.09312;21773.52878;898.4154267;17869.52166;14757.55585;8454.126096;12882.02296;30109.66055
6143;12289.56225;9782.101747;42869.45842;25128.51054;40537.70657;27694.02657;7680.189921;9797.934431;19669.78315;74816.74601;57360.93003;25524.5747;30989.23556;20286.48552;67962.37546;38733.23467;25423.24318;21283.50781;90571.36699;23377.7833;4032.574019;12921.33989;29820.54708;17317.03436;20922.43606;886.6252299;17418.45294;14203.47917;7985.586487;12626.18177;30418.13354
6144;10781.83222;9301.611182;40711.52894;23885.43491;39124.48029;26321.14888;7077.258963;9060.353708;18183.88329;71578.64956;55149.44309;24680.37171;30040.7153;18608.5468;66190.1341;37306.19373;24038.71442;20114.18715;88470.90744;21979.28638;3493.297942;12018.47133;28185.68653;15768.53503;19393.93017;801.2467672;16190.30795;13942.42088;7843.415019;12297.73789;30410.93597
6145;9093.513885;8441.784775;37240.19537;22407.0202;37753.93984;24913.47981;6618.546528;8519.02457;16672.08224;68423.07205;50642.59709;23732.51452;26620.2474;17118.8542;67279.05519;35834.2172;23517.56082;21521.31421;85277.30469;18914.84149;4378.501936;12225.7229;25126.25513;13751.69412;16975.91881;706.7712384;15267.1804;13559.83327;7850.914858;12018.88934;29118.91707
6146;8889.117072;8272.066301;36659.75593;22341.98498;37410.23877;24200.72938;6389.702774;8308.099536;15928.69656;67496.03743;48636.18896;22972.58758;26339.98181;17342.1099;66187.46723;35614.92877;22908.70426;17843.75389;81489.40762;17830.66473;3970.266191;11325.90893;23997.35308;12716.15552;16441.6948;649.8628991;14446.4175;12952.15919;7820.278154;11875.15978;28698.46264
6147;8455.095332;8121.878076;35720.54168;21578.62508;37217.50807;23628.76559;6273.570407;8137.12279;15184.45719;66252.00639;46468.1978;22393.70587;25241.16392;16303.34445;65231.17155;34677.70784;22221.49331;16446.99135;78274.33552;17291.46739;3577.913059;10523.0241;23221.95609;12034.52485;15990.83521;631.4780954;13914.8734;13000.6685;7745.866313;11875.16125;28087.1933
6148;8196.943234;7962.857425;35542.07662;21416.6362;36860.24299;23406.63273;6103.62835;8077.664505;14635.91051;64778.03416;44586.35625;21787.51153;24489.37044;15608.05017;63976.65861;33785.55047;21301.07735;15501.95242;75830.81762;16439.11354;3285.35912;9844.791979;22442.53507;11836.4628;15559.1189;605.5541965;13466.34095;13039.58297;7603.87808;11804.19256;27725.21898
6149;8043.627532;7960.985101;35229.26237;21141.19983;36831.25403;23421.80736;6226.970774;8169.664653;14382.32399;63855.06895;43480.69988;21318.54516;23600.80994;15024.67934;63279.99726;32974.53237;20573.26038;14587.57113;72531.84685;15884.12525;3053.639115;9422.623048;21993.3481;11762.54071;15585.95688;598.1257765;13041.78603;12875.70041;7719.347953;11702.71665;27583.11025
6150;8110.595307;7876.901898;34985.98792;21257.02292;37133.61146;23434.75739;6646.906986;8988.803898;14377.68716;63701.39462;43305.58788;21064.94489;22966.44227;14551.29645;63270.3928;32634.52878;20172.74166;13893.89336;70983.94895;15612.46233;2975.078779;9129.013419;22100.73094;11961.58763;15333.69578;575.8657238;12812.6194;12651.6451;7788.181486;11701.27986;27459.32591
6151;8147.797068;8124.621429;36238.02147;21769.07693;38179.36468;24655.12284;7513.837926;10299.04789;14579.20703;64769.63419;44395.19262;21241.96309;23604.97322;14798.02284;64553.79885;32965.29115;19911.10386;13893.7389;70310.91787;16093.36533;3053.364015;8982.15631;22057.77488;12361.86362;15889.75673;594.8873195;12890.35884;13099.69464;7797.775191;11815.80941;27589.1983
6152;9291.173178;8630.538328;37248.10781;22985.20125;38908.0839;25216.32517;7780.161243;10656.31777;15591.04565;65554.69489;47517.76566;21319.12948;23612.54535;14666.89719;65538.55495;33637.10937;20040.9841;14796.71544;71534.32323;17501.00402;3190.629124;9027.989542;22019.72468;14123.52086;17285.75486;634.5694513;13398.49733;13934.42214;8322.615921;11866.23624;27685.27382
6153;10663.18517;9363.020994;38081.99149;22611.59714;38663.56109;24997.35423;8041.050529;10693.61959;18039.13337;69635.10914;56391.91156;22028.03967;25171.34609;15105.60057;67113.89123;33768.81751;20864.56359;16050.93605;80374.28627;18468.86244;3419.23394;9879.594076;22565.2791;16384.36775;18958.81785;722.1048741;13920.42383;13989.83022;8125.798438;11626.75437;28210.46328
6154;12232.191;10372.7443;40939.18413;23127.28883;39153.30638;26655.70992;8580.594761;10905.43446;20944.97267;74606.71186;62250.83112;23017.56628;28008.27017;17468.85218;69274.93708;34701.37488;23162.88523;18442.46402;95597.11337;21123.39213;4064.025797;11690.68167;25665.61201;18385.92961;20891.09502;787.1316434;15074.11013;14054.93224;8135.503757;11817.67142;28834.25783
6155;12952.26405;10741.65716;42433.6995;23825.22962;39617.27098;27670.04496;8879.449489;11230.823;22076.10534;78015.07357;65316.03938;24094.15347;30537.30432;18825.99812;70869.3979;36230.73259;24433.79997;20570.03985;100325.3959;22559.91418;4538.875388;12651.68701;27517.06353;19137.73008;22113.24176;837.1375173;15977.98689;14338.66326;7509.336321;11763.57561;29063.36169
6156;13329.23765;11102.62375;44317.4871;24945.80951;40475.58448;27660.54716;9019.468059;11948.37019;22428.81431;79072.89916;64337.66741;25185.49601;32558.12743;20034.49618;72133.04892;37871.5004;25419.49028;22372.40558;103319.4805;23521.51771;4456.653296;13310.71213;29400.82344;19788.98186;22413.8397;861.5023432;16873.74254;14517.32213;7715.2929;11817.48526;29763.11966
6157;13292.51124;10658.54735;43961.89575;25918.57256;40216.51984;26700.2028;8486.894365;10982.23661;22555.62276;77553.20916;60875.99918;25060.20067;31169.99497;18760.7367;71594.73853;39098.39963;25588.19719;22331.56152;96088.54489;22612.35561;4006.382828;12941.27926;30159.64417;19001.35931;21431.07519;831.8431425;17271.88887;15035.99732;7779.423813;11869.89379;29955.78568
6158;13156.57533;10746.80024;42728.35994;25103.8935;39443.90721;26894.52013;8576.181514;10561.36309;22749.29375;80048.87169;65253.11679;25827.04932;30706.6273;19104.12914;71392.60272;39833.44722;26861.45949;22701.18297;94236.52898;22489.24354;3765.41271;13087.79989;30580.91804;17484.36596;19781.70271;789.0007195;17645.17947;14477.45784;8271.230528;12014.91762;30015.97657
6159;13124.39771;10967.63903;43174.22712;24727.06212;39276.87465;27474.07546;8647.379828;10755.9619;22832.43455;80074.86074;66853.11818;25823.22365;31788.2068;19688.24556;72232.81174;39427.2638;27254.81116;22696.5201;103091.6679;23154.66576;3699.986067;13533.99362;30912.50901;17459.38531;19768.14417;758.5456843;17572.81005;14246.55609;8314.885403;11990.14705;29861.22452
6160;12988.21493;11018.04657;44043.28089;24979.15247;39845.01768;27303.24058;8753.433225;10778.82682;22381.96947;80114.84453;66393.24686;25658.64531;31629.7733;19801.49455;72662.48887;39088.53688;27194.2246;21931.39523;104983.5968;23919.61548;3682.939027;13753.78871;31025.92439;17685.01873;20089.30327;761.6847694;17572.35977;14146.33864;8546.179621;12139.83289;29633.81347
6161;13178.02259;11013.22107;43790.33049;25130.99149;40086.05613;27597.22305;8884.43122;11396.19899;22374.15865;79135.06754;66087.48644;25398.08716;31812.16991;19829.26177;71978.46519;38793.02124;26861.78576;21634.32422;104894.8857;23824.94638;3783.715975;14080.10323;30690.72424;17439.00787;20545.62644;775.1972072;17478.91515;14306.17715;8461.8753;12133.43759;29760.5195
6162;13258.81445;10963.16654;44571.07674;25939.76168;41090.02649;27019.80672;9017.397597;12053.01108;21674.67679;76915.56252;63048.32007;25106.13409;31705.72144;19760.63561;71498.63052;38236.22749;26256.3812;22089.81845;103510.0965;24261.12445;4216.420495;13949.8797;30434.7507;18746.62233;21967.28704;805.9747361;17460.46806;14954.35366;8060.779263;12531.88159;29926.41919
6163;12989.5548;10591.38559;44015.23168;25945.93772;41462.51556;26384.97614;8700.655473;11359.81429;20597.9463;73685.03164;57205.57002;24114.64396;30715.28856;18988.26984;70045.49917;37830.61681;24422.58672;20817.46619;93959.41195;23263.6261;4211.332747;13320.55377;29382.21831;19093.94092;22516.74776;805.9193014;17090.57534;15271.06636;8012.755374;12680.11408;30015.95963
6164;12717.28201;10204.34922;43182.92374;25689.13107;41514.11683;26080.43881;8562.181416;11123.25879;20411.00353;73941.0916;56604.12792;24250.8805;30189.9565;18409.64476;68968.25028;37092.52108;23137.9292;19964.77177;94178.3433;22417.02676;4181.858912;12505.62658;28459.94615;18690.80246;21480.07931;796.2173093;16529.52748;14981.14458;8363.906749;12679.95818;30399.16013
6165;12955.97688;10330.71333;43771.26786;26262.40223;41304.36186;26861.0889;8715.929819;11257.48607;20466.69685;77081.22769;58145.26483;26372.30243;30350.81086;20030.14968;68970.77241;37904.67814;25216.42088;22326.39347;95239.11575;23623.32978;4521.412155;12581.34548;28479.90719;19284.15146;21455.59285;805.6347916;17019.76779;14598.14282;8263.037635;12766.35157;30332.49149
6166;12797.95562;10115.52237;44050.7943;25688.63992;40930.28868;26640.13463;8279.329997;10612.50076;20413.77527;77278.62245;58578.14891;26588.05963;30716.38678;20970.14432;68045.7486;38698.73752;26473.979;23227.35215;94811.78597;23808.95901;4345.160671;13310.52905;30296.27899;18645.451;21456.59837;894.7708567;17562.44485;14885.29306;8471.219694;12825.15875;30199.11535
6167;11933.43367;9700.562175;42921.97903;25146.81147;40334.64284;27404.35867;7680.44168;9727.210554;19919.1838;75349.64902;58136.11729;25737.83854;31091.89869;20686.52845;67526.8971;38231.06454;26200.07502;22293.80773;93998.05995;23792.36903;4058.492871;12798.94925;29822.89097;17512.87037;20630.4599;883.7189988;17125.96763;14342.46942;7978.059791;12593.65018;30526.89431
6168;10577.83078;9257.230029;40819.87521;23932.18357;38918.91362;25995.5547;7102.342918;8996.863926;18428.47919;72053.12863;55987.42817;24853.39093;30167.27212;19044.82203;65891.43141;36766.43429;24765.75054;21021.95765;91905.16431;22351.75056;3517.479754;11921.6162;28189.48475;15866.20032;19146.77021;803.6872012;15937.55156;14086.71311;7828.417655;12296.44402;30519.24628
6169;8733.948367;8420.759373;37114.17241;21583.60365;37682.72176;23425.13168;6306.788861;8414.610201;16924.96505;65546.89651;48931.94579;22468.15679;25635.77996;15800.99889;64800.3206;32797.99851;23760.71682;16218.7185;83459.76448;18899.21409;3608.483094;10074.78769;23235.54353;14027.90992;17660.77615;693.4374607;13982.04075;13360.91188;7740.460715;12009.31891;29548.67115
6170;8557.219676;8040.72943;36376.83159;21467.26922;37261.61039;23661.24983;6188.954162;8116.675882;15950.00746;65772.04636;47171.51761;22046.97962;24746.89108;15525.65936;64456.93729;33021.04431;21449.53251;15637.29246;78652.12346;17930.91942;3413.59792;9585.713023;23583.10616;13400.09479;16781.53958;649.0821094;13392.23039;13150.30827;7826.563356;11943.40727;28859.19788
6171;8193.92929;7905.302842;35732.90261;21295.27119;37155.70374;23270.45335;6127.627996;8012.558762;15392.66998;64891.03242;45434.33295;21662.24652;24149.53634;15322.21084;63966.64318;33062.55097;20911.03207;15005.0286;73608.48902;17122.51079;3227.394062;9168.285598;22259.65168;12771.42125;16007.7059;630.2410655;12923.69317;12930.93795;7826.433933;11940.9551;28067.88831
6172;7944.941528;7894.313971;35003.27206;21071.5044;37169.56329;23074.94861;6040.641865;8011.769392;14875.69483;64399.27025;44635.27898;21309.69758;23474.71824;15051.71018;63490.20016;32695.77805;20496.00793;14650.43928;69460.30317;16438.90029;3107.44044;8871.751176;22119.3726;12292.80551;15791.55204;601.6889127;12785.09929;12858.38127;7659.786207;11967.82862;27845.68367
6173;7857.1993;7758.051329;35034.20412;21012.00285;36990.41516;22943.40101;6063.040431;8091.678944;14677.20509;64222.49378;44214.72714;21309.64115;23191.76016;14912.39773;62767.45578;32442.31786;20404.36299;14436.05299;65439.11994;16233.97483;3024.003024;8804.727758;21965.70926;12128.60504;15511.60746;580.5489936;12672.16481;12767.47642;7872.685225;11947.78035;27664.98643
6174;8063.945107;7974.054922;35430.27966;21177.96175;37190.35792;23532.60426;6419.668484;8587.931408;15233.69972;65135.75817;45031.65156;21677.55323;23185.34012;15186.95678;63764.44304;32050.92146;20592.91434;14650.23139;63197.70368;15900.96166;2999.519377;8951.501508;21906.52702;12039.50345;15401.2853;583.6616094;12784.64265;12703.60399;7790.932061;12009.24827;27664.01094
6175;8689.725077;8259.207029;36941.14279;21450.49301;37924.2746;24533.76582;7202.72;10029.49619;16140.07162;68061.13157;48607.90289;22893.69853;24103.77371;15431.02922;65039.49265;33265.8502;21676.77083;15839.19643;61823.56048;16665.72581;3101.220072;9473.143395;22410.12966;12526.49484;15791.66082;596.1205306;13233.23934;12915.70001;7910.703497;12126.47666;27664.30915
6176;9859.501025;8774.975013;40116.66664;22708.48652;38880.02456;24995.93094;7682.088749;10637.42184;16771.43678;69894.57236;52303.39381;24358.04269;25595.37758;17220.40134;67530.88054;36861.74322;23298.46082;18855.24203;62237.68146;18590.51512;3358.165251;10484.98018;23386.88217;14179.49559;16765.53628;640.7015553;14573.434;13432.87779;8437.328875;12180.43136;27994.39846
6177;10065.73933;9244.024881;39922.50553;22185.4063;38533.64147;23014.71134;7646.128115;10303.54824;17861.88166;69788.17466;57577.71608;23683.95396;26445.77566;17541.52843;66704.07881;34963.8906;24519.28562;19108.45295;59802.73001;18885.43083;3459.764845;11377.3195;24940.12469;16303.14357;18287.09178;706.3218896;14884.91332;13970.07783;8569.836762;11955.08115;28070.47068
6178;10798.92964;9915.448131;40143.52237;22037.24778;38492.69101;23789.79073;7718.010936;10383.69839;19412.65196;69999.4434;59627.04468;22786.92484;28155.38833;18022.14338;66091.49255;34519.44982;25512.15865;20060.78356;62181.06008;19998.87601;3669.590844;12118.69019;26965.50887;17986.2371;20064.42616;775.0361263;15248.63954;13989.95341;8500.364045;11736.69834;28961.55429
6179;11388.85756;10050.79981;40426.33321;21642.6885;38595.88695;24140.92624;7767.12338;10499.3845;20975.42294;71942.208;61645.68715;22733.97309;29910.16828;19085.86459;65857.82899;35040.57378;25687.70592;20842.74471;67387.01572;20718.87765;3954.011787;12845.58215;28247.25564;18553.57199;21410.44113;821.6228213;15316.32901;14126.77605;8125.20678;11802.77761;29212.70325
6180;11606.01941;10208.19329;41432.60501;21950.15473;38611.25381;24287.87945;7812.26206;10917.36108;21323.00607;71715.24456;61833.84552;23565.51265;31493.07543;19775.28334;66709.54703;36562.59508;25972.89514;22077.36754;71615.54902;21143.28889;3968.336589;13417.43879;30504.39561;18824.72371;21893.05674;819.4798651;15209.12307;14093.50129;8229.769714;11655.66835;29705.56544
