hour_idx,load_mwh
1664,22793.42887
1665,22257.70736
1666,22105.9683
1667,21701.8737
1668,22016.77047
1669,22599.41129
1670,21880.54422
1671,21514.6275
1672,22057.03067
1673,22254.01484
1674,23869.76709
1675,25082.02682
1676,26514.37501
1677,25093.81077
1678,24782.57767
1679,23716.02196
1680,22588.528
1681,22041.86617
1682,21972.44758
1683,21157.63722
1684,20984.73029
1685,20690.72951
1686,20814.35907
1687,21360.92552
1688,22659.01663
1689,22260.2316
1690,22810.68091
1691,23555.66291
1692,24751.7699
1693,25790.09718
1694,24920.50875
1695,24518.27893
1696,24787.36017
1697,24949.43315
1698,25812.71444
1699,25819.30675
1700,25545.19133
1701,26157.10098
1702,25544.66708
1703,24966.31939
1704,23669.82556
1705,21871.92086
1706,21806.32328
1707,21036.36248
1708,20872.97286
1709,20595.15475
1710,20711.97938
1711,21228.4612
1712,22455.10154
1713,22078.26681
1714,22598.41777
1715,23302.39376
1716,24432.66349
1717,25413.83818
1718,24592.11446
1719,24212.02455
1720,24466.29478
1721,24619.44677
1722,25435.21052
1723,25441.43997
1724,25182.41267
1725,25760.641
1726,25181.91727
1727,24635.40355
1728,23410.27256
1729,21759.15273
1730,21694.15086
1731,20931.18235
1732,20769.27652
1733,20493.98137
1734,20609.74508
1735,21121.53655
1736,22337.03734
1737,21963.62478
1738,22479.05207
1739,23176.63501
1740,24296.64037
1741,25268.90466
1742,24454.6433
1743,24078.00513
1744,24329.96623
1745,24481.7274
1746,25290.08292
1747,25296.25579
1748,25039.58081
1749,25612.55805
1750,25039.08991
1751,24497.53927
1752,23283.53413
1753,21751.89805
1754,21682.92588
1755,20873.35545
1756,20701.56046
1757,20409.45036
1758,20532.28488
1759,21075.33644
1760,22365.0797
1761,21968.8592
1762,22515.76865
1763,23255.95977
1764,24444.37476
1765,25476.02471
1766,24612.02848
1767,24212.38534
1768,24479.73616
1769,24640.76687
1770,25498.49652
1771,25505.04644
1772,25232.69381
1773,25840.66835
1774,25232.17293
1775,24657.54452
1776,23369.38826
1777,21980.33006
1778,21909.77445
1779,21081.61807
1780,20905.87905
1781,20607.06275
1782,20732.71728
1783,21288.2361
1784,22607.58901
1785,22202.27216
1786,22761.73744
1787,23518.92172
1788,24734.62008
1789,25789.95442
1790,24906.12275
1791,24497.3047
1792,24770.7933
1793,24935.52091
1794,25812.94214
1795,25819.64243
1796,25541.03719
1797,26162.96948
1798,25540.50435
1799,24952.68374
1800,23634.95427
1801,21311.9665
1802,21181.0491
1803,20987.49044
1804,20735.67362
1805,20668.71332
1806,20855.47581
1807,21162.16992
1808,22577.85782
1809,21989.20746
1810,21822.4767
1811,21378.45787
1812,21724.46619
1813,22364.67146
1814,21574.78089
1815,21172.71189
1816,21768.70407
1817,21985.15012
1818,23760.5374
1819,25092.56744
1820,26666.43049
1821,25105.51563
1822,24763.53294
1823,23591.60238
1824,22352.71291
1825,21651.62005
1826,21524.35746
1827,21336.20236
1828,21091.41549
1829,21026.32451
1830,21207.87317
1831,21506.00533
1832,22882.17159
1833,22309.95452
1834,22147.87837
1835,21716.25518
1836,22052.60402
1837,22674.93673
1838,21907.09747
1839,21516.253
1840,22095.60691
1841,22306.01046
1842,24031.8344
1843,25326.67827
1844,26856.60392
1845,25339.26499
1846,25006.8294
1847,23867.61553
1848,22663.31203
1849,22539.5276
1850,22466.9375
1851,21614.9011
1852,21434.09462
1853,21126.6619
1854,21255.9397
1855,21827.47699
1856,23184.87365
1857,22767.86943
1858,23343.46698
1859,24122.48478
1860,25373.23801
1861,26459.00308
1862,25549.68598
1863,25129.07959
1864,25410.45429
1865,25579.93184
1866,26482.65365
1867,26489.54714
1868,26202.90828
1869,26842.77408
1870,26202.36008
1871,25597.58957
1872,24241.86315
1873,22667.77011
1874,22597.33783
1875,21770.62911
1876,21595.19728
1877,21296.90332
1878,21422.33821
1879,21976.88596
1880,23293.93258
1881,22889.32425
1882,23447.81156
1883,24203.67225
1884,25417.24552
1885,26470.7351
1886,25588.4484
1887,25180.34497
1888,25453.35551
1889,25617.79517
1890,26493.68263
1891,26500.3712
1892,26222.25298
1893,26843.0981
1894,26221.72107
1895,25634.928
1896,24319.50197
1897,22896.52831
1898,22829.62235
1899,22044.3042
1900,21877.65567
1901,21594.2963
1902,21713.45107
1903,22240.23445
1904,23491.34089
1905,23106.98996
1906,23637.51565
1907,24355.53289
1908,25508.34655
1909,26509.09138
1910,25670.97786
1911,25283.30683
1912,25542.64863
1913,25698.85534
1914,26530.89
1915,26537.2437
1916,26273.04994
1917,26862.8114
1918,26272.54467
1919,25715.13038
1920,24465.5634
1921,22966.05116
1922,22899.50111
1923,22118.36058
1924,21952.59856
1925,21670.74657
1926,21789.26748
1927,22313.24855
1928,23557.69955
1929,23175.39323
1930,23703.09671
1931,24417.29434
1932,25563.97544
1933,26559.39665
1934,25725.74161
1935,25340.13285
1936,25598.09505
1937,25753.47079
1938,26581.07932
1939,26587.39922
1940,26324.61087
1941,26911.23501
1942,26324.10829
1943,25769.65925
1944,24526.73953
1945,22898.23332
1946,22830.45698
1947,22034.92273
1948,21866.10629
1949,21579.06073
1950,21699.76558
1951,22233.40181
1952,23500.78374
1953,23111.43284
1954,23648.86008
1955,24376.21791
1956,25544.02838
1957,26557.79177
1958,25708.77535
1959,25316.06115
1960,25578.77669
1961,25737.01548
1962,26579.87398
1963,26586.31033
1964,26318.6797
1965,26916.1133
1966,26318.16786
1967,25753.50224
1968,24487.67979
1969,22158.65189
1970,22044.69635
1971,21876.21544
1972,21657.02439
1973,21598.73957
1974,21761.30482
1975,22028.26318
1976,23260.53239
1977,22748.14847
1978,22603.0196
1979,22216.52853
1980,22517.70749
1981,23074.96678
1982,22387.41564
1983,22037.43932
1984,22556.21383
1985,22744.61681
1986,24289.9822
1987,25449.43239
1988,26819.38334
1989,25460.70299
1990,25163.02811
1991,24142.93466
1992,23064.5576
1993,21956.18555
1994,21841.33199
1995,21671.5234
1996,21450.60505
1997,21391.86092
1998,21555.70725
1999,21824.76933
2000,23066.74926
2001,22550.32757
2002,22404.05503
2003,22014.51828
2004,22318.07063
2005,22879.72133
2006,22186.75204
2007,21834.01778
2008,22356.88042
2009,22546.76808
2010,24104.3115
2011,25272.89856
2012,26653.64521
2013,25284.25799
2014,24984.23732
2015,23956.10517
2016,22869.23012
2017,22313.61659
2018,22246.48061
2019,21458.4627
2020,21291.24127
2021,21006.90777
2022,21126.47217
2023,21655.06652
2024,22910.474
2025,22524.80176
2026,23057.15129
2027,23777.63691
2028,24934.41371
2029,25938.59888
2030,25097.60411
2031,24708.60035
2032,24968.83371
2033,25125.57742
2034,25960.47245
2035,25966.84799
2036,25701.74598
2037,26293.53492
2038,25701.23897
2039,25141.90842
2040,23888.04568
2041,22093.57225
2042,22025.62894
2043,21228.13487
2044,21058.90254
2045,20771.14984
2046,20892.15204
2047,21427.1029
2048,22697.60707
2049,22307.29699
2050,22846.04819
2051,23575.19789
2052,24745.8853
2053,25762.14612
2054,24911.03812
2055,24517.35646
2056,24780.71921
2057,24939.34782
2058,25784.28272
2059,25790.73493
2060,25522.44499
2061,26121.35038
2062,25521.93188
2063,24955.8752
2064,23686.93436
2065,22080.4343
2066,22013.14917
2067,21223.38058
2068,21055.78764
2069,20770.82246
2070,20890.65249
2071,21420.42118
2072,22678.61771
2073,22292.08864
2074,22825.62086
2075,23547.70714
2076,24707.05386
2077,25713.46996
2078,24870.60681
2079,24480.73883
2080,24741.55033
2081,24898.64227
2082,25735.39212
2083,25741.78183
2084,25476.09086
2085,26069.19453
2086,25475.58273
2087,24915.00955
2088,23658.36119
2089,22156.36623
2090,22089.21176
2091,21300.97669
2092,21133.70917
2093,20849.29732
2094,20968.89467
2095,21497.63468
2096,22753.38813
2097,22367.6096
2098,22900.10584
2099,23620.79002
2100,24777.8856
2101,25782.34751
2102,24941.12097
2103,24552.01001
2104,24812.31508
2105,24969.10199
2106,25804.2271
2107,25810.6044
2108,25545.42933
2109,26137.38135
2110,25544.92218
2111,24985.43749
2112,23731.22921
2113,22218.08575
2114,22152.24717
2115,21379.4576
2116,21215.46769
2117,20936.6289
2118,21053.88274
2119,21572.26207
2120,22803.40899
2121,22425.1898
2122,22947.25175
2123,23653.8141
2124,24788.23634
2125,25773.01578
2126,24948.27312
2127,24566.7868
2128,24821.99118
2129,24975.70585
2130,25794.46665
2131,25800.71898
2132,25540.74003
2133,26121.09273
2134,25540.24282
2135,24991.72125
2136,23762.08923
2137,21604.25984
2138,21493.82083
2139,21330.53904
2140,21118.11197
2141,21061.62574
2142,21219.17443
2143,21477.89477
2144,22672.13764
2145,22175.56527
2146,22034.9149
2147,21660.35048
2148,21952.23542
2149,22492.29836
2150,21825.96422
2151,21486.78775
2152,21989.5535
2153,22172.14259
2154,23669.81986
2155,24793.49081
2156,26121.16673
2157,24804.41362
2158,24515.92463
2159,23527.31004
2160,22482.2104
2161,21389.76773
2162,21275.68084
2163,21107.00576
2164,20887.56208
2165,20829.21008
2166,20991.9627
2167,21259.22874
2168,22492.91822
2169,21979.94374
2170,21834.6476
2171,21447.71108
2172,21749.23716
2173,22307.13873
2174,21618.79515
2175,21268.41545
2176,21787.78789
2177,21976.40801
2178,23523.55452
2179,24684.34104
2180,26055.87094
2181,24695.62464
2182,24397.60667
2183,23376.3375
2184,22296.71755
2185,22094.40289
2186,22026.33777
2187,21227.41396
2188,21057.87823
2189,20769.60965
2190,20890.82878
2191,21426.7387
2192,22699.52062
2193,22308.51079
2194,22848.22787
2195,23578.68478
2196,24751.471
2197,25769.55377
2198,24916.9199
2199,24522.53245
2200,24786.36736
2201,24945.28036
2202,25791.73006
2203,25798.19383
2204,25529.4229
2205,26129.40201
2206,25528.90888
2207,24961.83737
2208,23690.62158
2209,22139.25929
2210,22069.38439
2211,21249.21792
2212,21075.1744
2213,20779.24102
2214,20903.68326
2215,21453.84253
2216,22760.46655
2217,22359.06013
2218,22913.12779
2219,23663.00688
2220,24866.97639
2221,25912.12905
2222,25036.82444
2223,24631.95059
2224,24902.80062
2225,25065.93897
2226,25934.89499
2227,25941.53063
2228,25665.61333
2229,26281.54532
2230,25665.08563
2231,25082.93621
2232,23777.91997
2233,22474.75314
2234,22405.87564
2235,21597.41635
2236,21425.85715
2237,21134.14797
2238,21256.8139
2239,21799.12011
2240,23087.09319
2241,22691.41651
2242,23237.57532
2243,23976.75053
2244,25163.53441
2245,26193.76841
2246,25330.95802
2247,24931.86339
2248,25198.84728
2249,25359.65696
2250,26216.20938
2251,26222.7503
2252,25950.77148
2253,26557.91157
2254,25950.25132
2255,25376.41159
2256,24090.02333
2257,21591.35127
2258,21468.211
2259,21286.15068
2260,21049.29301
2261,20986.31048
2262,21161.97836
2263,21450.45334
2264,22782.04243
2265,22228.36079
2266,22071.53465
2267,21653.89272
2268,21979.34645
2269,22581.52039
2270,21838.55319
2271,21460.36907
2272,22020.95638
2273,22224.54448
2274,23894.46505
2275,25147.36596
2276,26627.73383
2277,25159.54497
2278,24837.87773
2279,23735.56559
2280,22570.27224
2281,21754.96165
2282,21627.14073
2283,21438.16014
2284,21192.29933
2285,21126.92277
2286,21309.26793
2287,21608.70808
2288,22990.91196
2289,22416.18442
2290,22253.3972
2291,21819.88036
2292,22157.70485
2293,22782.76791
2294,22011.55993
2295,21619.00071
2296,22200.89641
2297,22412.22305
2298,24145.61866
2299,25446.14336
2300,26982.78121
2301,25458.7853
2302,25124.89123
2303,23980.67931
2304,22771.09221
2305,22071.6674
2306,21951.53584
2307,21773.9238
2308,21542.8533
2309,21481.40962
2310,21652.7854
2311,21934.21205
2312,23233.26633
2313,22693.11282
2314,22540.11843
2315,22132.68078
2316,22450.18267
2317,23037.64365
2318,22312.82943
2319,21943.8855
2320,22490.77594
2321,22689.38976
2322,24318.50903
2323,25540.79772
2324,26984.99565
2325,25552.67916
2326,25238.87124
2327,24163.49198
2328,23026.67032
2329,22850.98539
2330,22784.70814
2331,22006.76965
2332,21841.68711
2333,21560.99048
2334,21679.02556
2335,22200.85873
2336,23440.2085
2337,23059.46933
2338,23585.00966
2339,24296.27967
2340,25438.26031
2341,26429.60111
2342,25599.36337
2343,25215.3353
2344,25472.24005
2345,25626.97888
2346,26451.1949
2347,26457.48889
2348,26195.77776
2349,26779.99722
2350,26195.27724
2351,25643.10099
2352,24405.27621
2353,22709.94282
2354,22643.78159
2355,21867.20496
2356,21702.41142
2357,21422.20617
2358,21540.03461
2359,22060.95427
2360,23298.13443
2361,22918.06178
2362,23442.6821
2363,24152.70696
2364,25292.68846
2365,26282.29382
2366,25453.50949
2367,25070.15369
2368,25326.60871
2369,25481.07666
2370,26303.8498
2371,26310.13278
2372,26048.8798
2373,26632.07652
2374,26048.38015
2375,25497.17054
2376,24261.5127
2377,22614.91106
2378,22549.63958
2379,21783.50652
2380,21620.92916
2381,21344.49218
2382,21460.73603
2383,21974.65025
2384,23195.19254
2385,22820.23119
2386,23337.7963
2387,24038.27259
2388,25162.92337
2389,26139.22031
2390,25321.58165
2391,24943.3813
2392,25196.38746
2393,25348.77809
2394,26160.4864
2395,26166.68488
2396,25908.94529
2397,26484.29905
2398,25908.45236
2399,25364.65554
2400,24145.61509
2401,22614.8063
2402,22552.7325
2403,21824.13255
2404,21669.51991
2405,21406.62567
2406,21517.1747
2407,22005.91209
2408,23166.6596
2409,22810.06773
2410,23302.27715
2411,23968.43687
2412,25037.99062
2413,25966.45843
2414,25188.87617
2415,24829.20399
2416,25069.81529
2417,25214.74025
2418,25986.68269
2419,25992.5775
2420,25747.46466
2421,26294.63165
2422,25746.99588
2423,25229.83985
2424,24070.52062
2425,22424.53171
2426,22363.34396
2427,21645.14423
2428,21492.73857
2429,21233.59695
2430,21342.56798
2431,21824.329
2432,22968.50772
2433,22617.00593
2434,23102.18943
2435,23758.84023
2436,24813.12691
2437,25728.34154
2438,24961.85868
2439,24607.32055
2440,24844.4973
2441,24987.35357
2442,25748.27712
2443,25754.08779
2444,25512.47375
2445,26051.83034
2446,25512.01166
2447,25002.23764
2448,23859.46681
2449,22260.18135
2450,22195.26452
2451,21433.29418
2452,21271.60017
2453,20996.66518
2454,21112.27744
2455,21623.39934
2456,22837.30993
2457,22464.3859
2458,22979.13887
2459,23675.80918
2460,24794.34927
2461,25765.34158
2462,24952.14549
2463,24576.00006
2464,24827.63153
2465,24979.19416
2466,25786.49213
2467,25792.65693
2468,25536.31774
2469,26108.54537
2470,25535.82749
2471,24994.98534
2472,23782.56844
2473,21664.8733
2474,21550.7113
2475,21381.92514
2476,21162.33697
2477,21103.94654
2478,21266.80633
2479,21534.24836
2480,22768.75018
2481,22255.43793
2482,22110.04612
2483,21722.85481
2484,22024.57944
2485,22582.84837
2486,21894.05153
2487,21543.44112
2488,22063.15555
2489,22251.89987
2490,23800.06513
2491,24961.616
2492,26334.04901
2493,24972.90702
2494,24674.69281
2495,23652.75118
2496,22572.42033
2497,21747.68258
2498,21636.92631
2499,21473.17547
2500,21260.13815
2501,21203.48966
2502,21361.49094
2503,21620.95451
2504,22818.62808
2505,22320.6292
2506,22179.57479
2507,21803.93436
2508,22096.65779
2509,22638.27217
2510,21970.02386
2511,21629.87303
2512,22134.08308
2513,22317.19669
2514,23819.17634
2515,24946.07526
2516,26277.56519
2517,24957.02945
2518,24667.71171
2519,23676.25713
2520,22628.15523
2521,22414.08066
2522,22351.82705
2523,21621.1167
2524,21466.05622
2525,21202.40051
2526,21313.26974
2527,21803.42277
2528,22967.53241
2529,22609.90767
2530,23103.54278
2531,23771.63205
2532,24844.28379
2533,25775.44094
2534,24995.60639
2535,24634.89241
2536,24876.20065
2537,25021.54538
2538,25795.72378
2539,25801.63566
2540,25555.81285
2541,26104.56472
2542,25555.34271
2543,25036.68873
2544,23874.01149
2545,22386.46962
2546,22325.82628
2547,21614.01658
2548,21462.96692
2549,21206.13095
2550,21314.13243
2551,21791.60709
2552,22925.60572
2553,22577.23134
2554,23058.09803
2555,23708.90641
2556,24753.8128
2557,25660.88451
2558,24901.22127
2559,24549.83756
2560,24784.90409
2561,24926.48932
2562,25680.64271
2563,25686.40168
2564,25446.93735
2565,25981.49513
2566,25446.47937
2567,24941.24096
2568,23808.63769
2569,22231.44484
2570,22169.74622
2571,21445.55001
2572,21291.87187
2573,21030.56659
2574,21140.44745
2575,21626.23085
2576,22779.96268
2577,22425.52609
2578,22914.76054
2579,23576.89392
2580,24639.98317
2581,25562.83923
2582,24789.95676
2583,24432.45847
2584,24671.61549
2585,24815.66451
2586,25582.94125
2587,25588.80043
2588,25345.16908
2589,25889.02893
2590,25344.70314
2591,24830.67285
2592,23678.36067
2593,21998.0621
2594,21936.40191
2595,21212.6568
2596,21059.07438
2597,20797.93186
2598,20907.74428
2599,21393.22509
2600,22546.23828
2601,22192.02246
2602,22680.95218
2603,23342.67312
2604,24405.10019
2605,25327.38141
2606,24554.98036
2607,24197.70476
2608,24436.71281
2609,24580.6721
2610,25347.47091
2611,25353.32645
2612,25109.84685
2613,25653.36794
2614,25109.38119
2615,24595.67109
2616,23444.07667
2617,21773.17086
2618,21711.38192
2619,20986.12557
2620,20832.22245
2621,20570.53465
2622,20680.57636
2623,21167.0709
2624,22322.49168
2625,21967.53623
2626,22457.48687
2627,23120.58955
2628,24185.23505
2629,25109.44207
2630,24335.42819
2631,23977.40656
2632,24216.91368
2633,24361.17357
2634,25129.57352
2635,25135.44129
2636,24891.45328
2637,25436.10929
2638,24890.98665
2639,24376.20388
2640,23222.20483
2641,21079.86414
2642,20973.49607
2643,20816.23309
2644,20611.63639
2645,20557.23233
2646,20708.97354
2647,20958.15707
2648,22108.37839
2649,21630.1104
2650,21494.64462
2651,21133.8872
2652,21415.01282
2653,21935.16825
2654,21293.39617
2655,20966.72224
2656,21450.95531
2657,21626.81389
2658,23069.28458
2659,24151.53537
2660,25430.2712
2661,24162.05555
2662,23884.20068
2663,22932.02788
2664,21925.45215
2665,21042.0662
2666,20931.42025
2667,20767.83251
2668,20555.00739
2669,20498.41532
2670,20656.25922
2671,20915.46436
2672,22111.94498
2673,21614.44214
2674,21473.52822
2675,21098.26195
2676,21390.69381
2677,21931.76872
2678,21264.18601
2679,20924.37399
2680,21428.08183
2681,21611.01304
2682,23111.49665
2683,24237.27313
2684,25567.43683
2685,24248.2164
2686,23959.18684
2687,22968.71979
2688,21921.66186
2689,21877.64485
2690,21816.65698
2691,21100.80342
2692,20948.89563
2693,20690.60056
2694,20799.2156
2695,21279.40284
2696,22419.84383
2697,22069.49031
2698,22553.08884
2699,23207.59453
2700,24258.43714
2701,25170.66201
2702,24406.68305
2703,24053.30309
2704,24289.70506
2705,24432.09465
2706,25190.53246
2707,25196.32414
2708,24955.4994
2709,25493.09405
2710,24955.03882
2711,24446.93009
2712,23307.89239
2713,21840.06848
2714,21781.92062
2715,21099.40202
2716,20954.56807
2717,20708.30095
2718,20811.85815
2719,21269.68464
2720,22357.01903
2721,22022.98032
2722,22484.05926
2723,23108.08676
2724,24109.99507
2725,24979.74061
2726,24251.33765
2727,23914.41344
2728,24139.80694
2729,24275.56591
2730,24998.68576
2731,25004.20775
2732,24774.59742
2733,25287.15805
2734,24774.15829
2735,24289.71053
2736,23203.71408
2737,21760.78994
2738,21700.94482
2739,20998.50432
2740,20849.44285
2741,20595.98749
2742,20702.5674
2743,21173.75729
2744,22292.82966
2745,21949.04076
2746,22423.57804
2747,23065.82015
2748,24096.97294
2749,24992.10531
2750,24242.44115
2751,23895.68253
2752,24127.65499
2753,24267.3766
2754,25011.60345
2755,25017.28661
2756,24780.97424
2757,25308.4959
2758,24780.52229
2759,24281.93408
2760,23164.23871
2761,21640.70631
2762,21576.38015
2763,20821.34282
2764,20661.12003
2765,20388.68663
2766,20503.24695
2767,21009.71826
2768,22212.58371
2769,21843.05284
2770,22353.12217
2771,23043.45362
2772,24151.81633
2773,25113.97377
2774,24308.17679
2775,23935.45384
2776,24184.79577
2777,24334.97935
2778,25134.93187
2779,25141.04058
2780,24887.03377
2781,25454.05482
2782,24886.54798
2783,24350.62685
2784,23149.2415
2785,21804.00345
2786,21739.95339
2787,20988.15687
2788,20828.6218
2789,20557.35775
2790,20671.42635
2791,21175.72376
2792,22373.42621
2793,22005.48146
2794,22513.36144
2795,23200.72981
2796,24304.33515
2797,25262.36277
2798,24460.02448
2799,24088.90134
2800,24337.17303
2801,24486.71199
2802,25283.23091
2803,25289.3134
2804,25036.39686
2805,25600.9841
2806,25035.91315
2807,24502.29233
2808,23306.06362
2809,21930.99143
2810,21868.67209
2811,21137.19009
2812,20981.96586
2813,20718.03172
2814,20829.01804
2815,21319.68867
2816,22485.02765
2817,22127.02524
2818,22621.18165
2819,23289.97644
2820,24363.76093
2821,25295.9014
2822,24515.24333
2823,24154.14842
2824,24395.71149
2825,24541.20971
2826,25316.20566
2827,25322.12379
2828,25076.04138
2829,25625.37275
2830,25075.57074
2831,24556.36905
2832,23392.46399
2833,21238.6159
2834,21131.89656
2835,20974.11422
2836,20768.84185
2837,20714.25812
2838,20866.50045
2839,21116.5069
2840,22270.52677
2841,21790.67933
2842,21654.76617
2843,21292.81737
2844,21574.8714
2845,22096.74462
2846,21452.85311
2847,21125.10035
2848,21610.93258
2849,21787.37193
2850,23234.60631
2851,24320.43118
2852,25603.38998
2853,24330.9861
2854,24052.21363
2855,23096.89632
2856,22086.99642
2857,21003.72748
2858,20897.67816
2859,20740.88644
2860,20536.90283
2861,20482.6618
2862,20633.9483
2863,20882.38513
2864,22029.15969
2865,21552.32488
2866,21417.26503
2867,21057.58866
2868,21337.87186
2869,21856.4686
2870,21216.61965
2871,20890.92463
2872,21373.70665
2873,21549.03825
2874,22987.18643
2875,24066.19414
2876,25341.09811
2877,24076.6828
2878,23799.66055
2879,22850.34103
2880,21846.7816
2881,20835.59881
2882,20728.83252
2883,20570.98078
2884,20365.61812
2885,20311.01038
2886,20463.31968
2887,20713.4361
2888,21867.9636
2889,21387.90508
2890,21251.93214
2891,20889.82412
2892,21172.00222
2893,21694.105
2894,21049.93026
2895,20722.03333
2896,21208.07927
2897,21384.59622
2898,22832.46721
2899,23918.76971
2900,25202.29285
2901,23929.32928
2902,23650.43418
2903,22694.69665
2904,21684.35251
2905,21548.02286
2906,21484.44423
2907,20738.18118
2908,20579.82034
2909,20310.55288
2910,20423.7819
2911,20924.36751
2912,22113.25448
2913,21748.01792
2914,22252.15974
2915,22934.46886
2916,24029.9513
2917,24980.92752
2918,24184.4947
2919,23816.10316
2920,24062.54748
2921,24210.98579
2922,25001.64207
2923,25007.67978
2924,24756.62479
2925,25317.05649
2926,24756.14465
2927,24226.45145
2928,23039.02738
2929,21704.63518
2930,21638.71025
2931,20864.9072
2932,20700.70223
2933,20421.49776
2934,20538.90537
2935,21057.96453
2936,22290.72604
2937,21912.01084
2938,22434.75745
2939,23142.24642
2940,24278.15641
2941,25264.22735
2942,24438.40307
2943,24056.41644
2944,24311.95552
2945,24465.87178
2946,25285.70634
2947,25291.96687
2948,25031.64698
2949,25612.76078
2950,25031.14911
2951,24481.90818
2952,23250.66355
2953,21874.34558
2954,21809.91617
2955,21053.66694
2956,20893.18698
2957,20620.3163
2958,20735.0605
2959,21242.34474
2960,22447.14089
2961,22077.01689
2962,22587.90493
2963,23279.34442
2964,24389.48615
2965,25353.18794
2966,24546.09759
2967,24172.77638
2968,24422.51852
2969,24572.94317
2970,25374.17968
2971,25380.2982
2972,25125.88369
2973,25693.81485
2974,25125.39712
2975,24588.61578
2976,23385.3021
2977,21313.58703
2978,21206.90851
2979,21049.18653
2980,20843.99268
2981,20789.42983
2982,20941.61392
2983,21191.52474
2984,22345.10318
2985,21865.43928
2986,21729.57812
2987,21367.76776
2988,21649.7139
2989,22171.3875
2990,21527.74229
2991,21200.1149
2992,21685.76129
2993,21862.13315
2994,23308.81394
2995,24394.22346
2996,25676.6915
2997,24404.77435
2998,24126.10851
2999,23171.15662
3000,22161.64303
3001,21285.03249
3002,21181.90768
3003,21029.4398
3004,20831.08144
3005,20778.33621
3006,20925.45069
3007,21167.03639
3008,22282.1864
3009,21818.50124
3010,21687.16593
3011,21337.40834
3012,21609.96218
3013,22114.2576
3014,21492.05374
3015,21175.34039
3016,21644.80875
3017,21815.30524
3018,23213.79367
3019,24263.04563
3020,25502.79163
3021,24273.24504
3022,24003.86222
3023,23080.72205
3024,22104.83774
3025,21835.47286
3026,21775.49737
3027,21071.52672
3028,20922.14054
3029,20668.13307
3030,20774.94514
3031,21247.16145
3032,22368.67154
3033,22024.13375
3034,22499.70473
3035,23143.34587
3036,24176.74487
3037,25073.82715
3038,24322.52995
3039,23975.01598
3040,24207.49375
3041,24347.51973
3042,25093.36775
3043,25099.0633
3044,24862.23615
3045,25390.90694
3046,24861.78322
3047,24362.10892
3048,23241.97882
3049,21874.88066
3050,21815.02919
3051,21112.51426
3052,20963.437
3053,20709.95478
3054,20816.54598
3055,21287.78581
3056,22406.97675
3057,22063.15142
3058,22537.73898
3059,23180.04914
3060,24211.3112
3061,25106.53842
3062,24356.79482
3063,24009.99946
3064,24241.9965
3065,24381.73292
3066,25126.03862
3067,25131.72239
3068,24895.38497
3069,25422.96253
3070,24894.93298
3071,24396.29194
3072,23278.47814
3073,21851.49003
3074,21791.54736
3075,21087.96191
3076,20938.65747
3077,20684.78899
3078,20791.54262
3079,21263.50054
3080,22384.39695
3081,22040.04769
3082,22515.35845
3083,23158.64739
3084,24191.48094
3085,25088.07234
3086,24337.18625
3087,23989.86243
3088,24222.21299
3089,24362.16235
3090,25107.60226
3091,25113.29469
3092,24876.59713
3093,25404.97863
3094,24876.14444
3095,24376.74355
3096,23257.22637
3097,21758.0364
3098,21700.23742
3099,21021.81389
3100,20877.84894
3101,20633.05941
3102,20735.99527
3103,21191.07483
3104,22271.88528
3105,21939.85078
3106,22398.16327
3107,23018.44665
3108,24014.34357
3109,24878.8707
3110,24154.83811
3111,23819.93543
3112,24043.97658
3113,24178.921
3114,24897.70218
3115,24903.19103
3116,24674.95835
3117,25184.44365
3118,24674.52185
3119,24192.98075
3120,23113.50021
3121,21785.11215
3122,21725.95576
3123,21031.59928
3124,20884.25328
3125,20633.7148
3126,20739.06814
3127,21204.83536
3128,22311.0289
3129,21971.19649
3130,22440.27257
3131,23075.12345
3132,24094.40925
3133,24979.24001
3134,24238.20334
3135,23895.43538
3136,24124.7382
3137,24262.85183
3138,24998.51375
3139,25004.13151
3140,24770.53873
3141,25291.98942
3142,24770.09198
3143,24277.24177
3144,23172.40937
3145,21053.99025
3146,20949.17472
3147,20794.20712
3148,20592.59668
3149,20538.9867
3150,20688.51312
3151,20934.05961
3152,22067.49247
3153,21596.20521
3154,21462.71666
3155,21107.2248
3156,21384.24716
3157,21896.81048
3158,21264.4056
3159,20942.49975
3160,21419.66504
3161,21592.95681
3162,23014.37343
3163,24080.82785
3164,25340.89945
3165,24091.19448
3166,23817.39514
3167,22879.1201
3168,21887.23619
3169,21002.28827
3170,20896.23797
3171,20739.44478
3172,20535.45928
3173,20481.21775
3174,20632.50565
3175,20880.94479
3176,22027.73001
3177,21550.89077
3178,21415.82967
3179,21056.14995
3180,21336.43576
3181,21855.03731
3182,21215.18242
3183,20889.48437
3184,21372.27087
3185,21547.60411
3186,22985.76565
3187,24064.78339
3188,25339.6992
3189,24075.27214
3190,23798.24731
3191,22848.91897
3192,21845.35023
3193,21604.55442
3194,21540.11795
3195,20783.78588
3196,20623.28834
3197,20350.38776
3198,20465.14453
3199,20972.48434
3200,22177.41248
3201,21807.24793
3202,22318.19194
3203,23009.70717
3204,24119.97051
3205,25083.77786
3206,24276.5991
3207,23903.237
3208,24153.0065
3209,24303.44762
3210,25104.7719
3211,25110.89109
3212,24856.44871
3213,25424.44209
3214,24855.96209
3215,24319.12195
3216,23115.67645
3217,21776.90855
3218,21711.83296
